mun,ano,rf_veiculo,rf,homicidio_doloso,lcd,estupro,id_municipio,pop,gm,gm_ano,tx_rf_veiculo,tx_rf,tx_homicidio_doloso,tx_lcd,tx_estupro,pre_treated,treat
Cajuru,2017,15,246,3,132,6,3509403,25655,1,1994,58.46813486649776,958.8774118105632,11.693626973299553,514.5195868251803,23.387253946599106,1,0
Campina do Monte Alegre,2017,8,60,0,33,2,3509452,5963,1,2014,134.16065738722122,1006.2049304041591,0,553.4127117222874,33.540164346805305,0,1
Campinas,2017,7,26,137,3,262,3509502,1182429,1,1991,0.5920017184964171,2.1988635258438354,11.586319347715593,0.25371502221275016,22.157778606580184,1,0
Campo Limpo Paulista,2017,298,936,5,330,17,3509601,82520,1,1965,361.12457586039744,1134.2704798836646,6.05913717886573,399.9030538051382,20.60106640814348,1,0
Campos do Jordão,2017,27,436,4,178,21,3509700,51454,1,1985,52.474054495277336,847.3588059237378,7.773933999300346,345.9400629688654,40.81315349632682,1,0
Campos Novos Paulista,2017,5,51,1,11,1,3509809,4900,0,NA,102.04081632653062,1040.8163265306123,20.408163265306122,224.48979591836735,20.408163265306122,0,0
Cananéia,2017,4,227,0,104,3,3509908,12609,0,NA,31.72337219446427,1800.3013720358472,0,824.807677056071,23.792529145848206,0,0
Canas,2017,6,43,2,12,2,3509957,4975,0,NA,120.60301507537689,864.321608040201,40.20100502512563,241.20603015075378,40.20100502512563,0,0
Cândido Mota,2017,38,256,1,77,5,3510005,31263,0,NA,121.54943543485909,818.8593545085246,3.198669353548924,246.29754022326713,15.993346767744619,0,0
Cândido Rodrigues,2017,2,18,0,6,0,3510104,2792,0,NA,71.63323782234957,644.6991404011461,0,214.8997134670487,0,0,0
Canitar,2017,6,40,0,16,2,3510153,5025,0,NA,119.40298507462687,796.0199004975124,0,318.40796019900495,39.80099502487562,0,0
Capão Bonito,2017,36,629,4,199,22,3510203,47463,0,NA,75.84855571708489,1325.242820723511,8.427617301898321,419.2739607694415,46.35189516044076,0,0
Capela do Alto,2017,21,165,1,63,6,3510302,20005,1,2007,104.9737565608598,824.7938015496127,4.998750312421895,314.92126968257935,29.992501874531367,0,1
Capivari,2017,76,415,3,229,16,3510401,54298,1,1968,139.96832295848833,764.3007108917456,5.5250653799403295,421.7466573354451,29.467015359681756,1,0
Caraguatatuba,2017,189,787,24,647,45,3510500,116786,0,NA,161.8344664600209,673.8821434076002,20.550408439367732,554.0047608446218,38.5320158238145,0,0
Carapicuíba,2017,1372,6,28,553,116,3510609,396587,1,2009,345.95183402380815,1.512908895147849,7.060241510689962,139.43976983612677,29.249571972858416,0,1
Cardoso,2017,12,210,3,62,2,3510708,12328,0,NA,97.3393900064893,1703.4393251135625,24.334847501622324,502.9201817001947,16.223231667748216,0,0
Casa Branca,2017,24,423,3,150,10,3510807,30144,0,NA,79.61783439490446,1403.2643312101911,9.952229299363058,497.61146496815286,33.174097664543524,0,0
Cássia dos Coqueiros,2017,2,41,1,9,2,3510906,2591,0,NA,77.19027402547279,1582.400617522192,38.595137012736394,347.35623311462757,77.19027402547279,0,0
Castilho,2017,26,274,4,110,8,3511003,20362,0,NA,127.68883213829683,1345.6438463805127,19.644435713584127,540.2219821235635,39.28887142716825,0,0
Catanduva,2017,258,168,6,575,41,3511102,120691,1,2004,213.76904657348103,139.19844893156906,4.971373176127466,476.4232627122155,33.97105003687102,0,1
Catiguá,2017,5,46,0,35,2,3511201,7700,0,NA,64.93506493506493,597.4025974025974,0,454.5454545454545,25.974025974025974,0,0
Cedral,2017,1,104,0,37,4,3511300,8971,0,NA,11.147029316687103,1159.2910489354588,0,412.4400847174228,44.58811726674841,0,0
Cerqueira César,2017,14,179,1,99,10,3511409,19495,0,NA,71.8132854578097,918.1841497819953,5.12952038984355,507.8225185945114,51.29520389843549,0,0
Cerquilho,2017,77,387,1,104,9,3511508,46733,1,1993,164.76579718828236,828.1086170372114,2.139815547899771,222.5408169815762,19.25833993109794,1,0
Cesário Lange,2017,16,143,0,62,8,3511607,17587,1,2001,90.97628930459999,813.1005856598624,0,352.53312105532495,45.488144652299994,0,1
Charqueada,2017,15,177,0,49,2,3511706,16772,1,1980,89.43477223944669,1055.330312425471,0,292.1535893155259,11.924636298592892,1,0
Chavantes,2017,4,140,1,69,7,3557204,12487,0,NA,32.03331464723313,1121.1660126531592,8.008328661808282,552.5746776647713,56.05830063265797,0,0
Clementina,2017,3,51,1,22,1,3511904,8254,0,NA,36.3460140537921,617.8822389144657,12.1153380179307,266.5374363944754,12.1153380179307,0,0
Colina,2017,20,305,2,110,3,3512001,18376,0,NA,108.837614279495,1659.7736177622987,10.8837614279495,598.6068785372224,16.32564214192425,0,0
Colômbia,2017,15,70,2,25,2,3512100,6225,0,NA,240.96385542168676,1124.4979919678715,32.1285140562249,401.6064257028112,32.1285140562249,0,0
Conchal,2017,60,410,0,164,12,3512209,27554,1,1986,217.75422806126153,1487.987225085287,0,595.1948900341148,43.5508456122523,1,0
Conchas,2017,14,120,1,66,6,3512308,17638,1,1985,79.37407869372944,680.3492459462524,5.669577049552103,374.19208527043884,34.01746229731262,1,0
Cordeirópolis,2017,38,350,1,125,10,3512407,23793,1,1978,159.7108393224898,1471.0208884966166,4.2029168242760475,525.364603034506,42.02916824276048,1,0
Coroados,2017,2,44,2,21,2,3512506,5885,0,NA,33.98470688190314,747.6635514018692,33.98470688190314,356.839422259983,33.98470688190314,0,0
Coronel Macedo,2017,1,22,0,23,1,3512605,4840,0,NA,20.661157024793386,454.5454545454545,0,475.2066115702479,20.661157024793386,0,0
Corumbataí,2017,3,59,0,15,2,3512704,4054,0,NA,74.00098667982239,1455.3527380365072,0,370.00493339911196,49.3339911198816,0,0
Cosmópolis,2017,298,1135,6,245,2,3512803,69086,1,1969,431.3464377732102,1642.879888834207,8.684827606172018,354.63046058535735,2.8949425353906726,1,0
Cosmorama,2017,1,91,0,27,2,3512902,7374,0,NA,13.561160835367508,1234.065636018443,0,366.1513425549227,27.122321670735015,0,0
Cotia,2017,588,4,29,527,67,3513009,237750,1,1983,247.3186119873817,1.6824395373291272,12.197686645636173,221.6614090431125,28.18086225026288,1,0
Cravinhos,2017,44,262,3,119,5,3513108,34651,0,NA,126.98046232431965,756.1109347493579,8.657758794839976,343.42443219531907,14.429597991399959,0,0
Cristais Paulista,2017,5,158,0,15,1,3513207,8424,0,NA,59.35422602089268,1875.593542260209,0,178.06267806267806,11.870845204178538,0,0
Cruzália,2017,0,14,0,5,0,3513306,2161,0,NA,0,647.8482184173994,0,231.37436372049976,0,0,0
Cruzeiro,2017,120,978,13,363,17,3513405,81724,1,2011,146.8356908619255,1196.7108805246928,15.907199843375263,444.17796485732464,20.801722872106115,0,1
Cubatão,2017,407,1798,14,226,13,3513504,128748,0,NA,316.12141547829873,1396.5265479852114,10.87395532357784,175.53670736632802,10.097244229036567,0,0
Cunha,2017,20,192,4,42,1,3513603,21929,0,NA,91.20342924893977,875.5529207898218,18.240685849787955,191.5272014227735,4.560171462446989,0,0
Descalvado,2017,34,369,5,110,6,3513702,33346,0,NA,101.96125472320519,1106.5794997900798,14.994302165177231,329.87464763389914,17.99316259821268,0,0
Diadema,2017,4,10,38,1,68,3513801,417869,1,1999,0.9572377946198449,2.393094486549612,9.093759048888527,0.23930944865496123,16.273042508537365,1,0
Dirce Reis,2017,0,3,0,7,0,3513850,1785,0,NA,0,168.0672268907563,0,392.156862745098,0,0,0
Divinolândia,2017,13,88,0,39,2,3513900,11384,0,NA,114.19536191145468,773.0147575544623,0,342.586085734364,17.568517217146873,0,0
Dobrada,2017,5,31,0,10,1,3514007,8744,0,NA,57.182067703568165,354.5288197621226,0,114.36413540713633,11.436413540713632,0,0
Dois Córregos,2017,14,268,1,113,14,3514106,26891,0,NA,52.06202818786955,996.6159681677884,3.718716299133539,420.21494180208987,52.06202818786955,0,0
Dolcinópolis,2017,0,12,0,13,0,3514205,2136,1,2004,0,561.7977528089888,0,608.6142322097378,0,0,1
Dourado,2017,3,85,0,46,3,3514304,8909,0,NA,33.67381299809182,954.0913682792682,0,516.3317993040746,33.67381299809182,0,0
Dracena,2017,19,437,1,270,4,3514403,46324,0,NA,41.01545635091961,943.355496071151,2.158708228995769,582.8512218288575,8.634832915983075,0,0
Duartina,2017,6,79,0,32,6,3514502,12549,0,NA,47.81257470714798,629.5322336441151,0,255.00039843812257,47.81257470714798,0,0
Dumont,2017,8,77,0,35,5,3514601,9468,0,NA,84.49514152936206,813.2657372201098,0,369.66624419095905,52.80946345585129,0,0
Echaporã,2017,1,23,0,23,2,3514700,6247,0,NA,16.00768368817032,368.1767248279174,0,368.1767248279174,32.01536737634064,0,0
Eldorado,2017,10,90,1,85,4,3514809,15436,0,NA,64.7836227001814,583.0526043016325,6.47836227001814,550.6607929515419,25.91344908007256,0,0
Elias Fausto,2017,23,95,2,77,12,3514908,17393,1,1983,132.237106882079,546.1967458172828,11.498878859311217,442.7068360834819,68.9932731558673,1,0
Elisiário,2017,3,17,1,19,4,3514924,3537,0,NA,84.81764206955046,480.6333050607859,28.27254735651682,537.1783997738197,113.09018942606728,0,0
Embaúba,2017,0,45,0,12,1,3514957,2476,1,1993,0,1817.4474959612278,0,484.6526655896607,40.38772213247173,1,0
Embu-Guaçu,2017,146,594,7,141,13,3515103,68270,1,1995,213.85674527610956,870.0747033836237,10.25340559542991,206.53288413651677,19.042038962941263,1,0
Embu das Artes,2017,600,762,26,722,70,3515004,267054,1,2002,224.67366150666157,285.33555011346016,9.735858665288669,270.35730601301606,26.211927175777184,0,1
Emilianópolis,2017,0,14,0,15,0,3515129,3197,0,NA,0,437.91054113231155,0,469.18986549890525,0,0,0
Engenheiro Coelho,2017,25,161,4,83,7,3515152,19497,1,2012,128.22485510591372,825.7680668820844,20.515976816946196,425.7065189516336,35.902959429655844,0,1
Espírito Santo do Pinhal,2017,45,363,1,220,12,3515186,44170,1,2013,101.87910346388952,821.8247679420421,2.2639800769753227,498.075616934571,27.16776092370387,0,1
Espírito Santo do Turvo,2017,2,41,1,22,3,3515194,4713,0,NA,42.4358158285593,869.9342244854658,21.21790791427965,466.7939741141523,63.65372374283895,0,0
Estiva Gerbi,2017,14,163,0,90,9,3557303,11067,1,1995,126.5022137887413,1472.8472033974879,0,813.228517213337,81.32285172133369,1,0
Estrela d'Oeste,2017,4,60,0,39,3,3515202,8466,0,NA,47.24781478856603,708.7172218284904,0,460.6661941885188,35.43586109142452,0,0
Estrela do Norte,2017,1,17,0,22,1,3515301,2769,0,NA,36.114120621162876,613.9400505597688,0,794.5106536655833,36.114120621162876,0,0
Euclides da Cunha Paulista,2017,5,65,1,28,1,3515350,9559,0,NA,52.30672664504655,679.9874463856052,10.46134532900931,292.9176692122607,10.46134532900931,0,0
Fartura,2017,12,166,1,101,8,3515400,16028,0,NA,74.86897928624906,1035.687546793112,6.239081607187423,630.1472423259296,49.91265285749938,0,0
Fernando Prestes,2017,2,65,0,28,0,3515608,5782,0,NA,34.59010722933241,1124.1784849533033,0,484.26150121065376,0,0,0
Fernandópolis,2017,73,796,0,271,19,3515509,68670,0,NA,106.30551914955583,1159.1670307266638,0,394.6410368428717,27.66855977865152,0,0
Fernão,2017,0,9,0,5,0,3515657,1691,0,NA,0,532.2294500295683,0,295.68302779420463,0,0,0
Ferraz de Vasconcelos,2017,947,2,15,469,45,3515707,188868,1,1988,501.40839104559797,1.0589406357879578,7.942054768409682,248.3215790922761,23.82616430522905,1,0
Flora Rica,2017,0,7,0,11,0,3515806,1571,0,NA,0,445.5760661998727,0,700.1909611712285,0,0,0
Floreal,2017,1,42,0,15,1,3515905,2982,0,NA,33.5345405767941,1408.4507042253522,0,503.01810865191146,33.5345405767941,0,0
Flórida Paulista,2017,1,71,0,56,2,3516002,14282,0,NA,7.001820473323065,497.12925360593755,0,392.10194650609156,14.00364094664613,0,0
Florínia,2017,2,26,0,30,3,3516101,2758,0,NA,72.51631617113851,942.7121102248005,0,1087.7447425670778,108.77447425670776,0,0
Franca,2017,802,685,25,1,75,3516200,347237,1,1987,230.9661700798014,197.27160412052865,7.19969358104119,0.28798774324164766,21.599080743123572,1,0
Francisco Morato,2017,219,810,22,153,32,3516309,171602,0,NA,127.62089019941493,472.0224706005758,12.820363399027984,89.15980000233098,18.647801307677067,0,0
Franco da Rocha,2017,321,1405,13,493,55,3516408,149502,1,1998,214.71284665088092,939.7867587055691,8.695535845674305,329.7614747628794,36.788805500929755,1,0
Gabriel Monteiro,2017,0,16,0,8,1,3516507,2791,0,NA,0,573.271228950197,0,286.6356144750985,35.829451809387315,0,0
Gália,2017,1,107,0,27,2,3516606,6776,0,NA,14.757969303423849,1579.1027154663518,0,398.4651711924439,29.515938606847698,0,0
Garça,2017,44,758,2,248,9,3516705,44582,0,NA,98.69454039746982,1700.2377641200485,4.486115472612265,556.2783186039209,20.187519626755194,0,0
Gastão Vidigal,2017,1,26,0,15,3,3516804,4683,0,NA,21.353833013025838,555.1996583386718,0,320.30749519538756,64.0614990390775,0,0
Gavião Peixoto,2017,7,33,0,8,2,3516853,4739,0,NA,147.7104874446086,696.3494408102976,0,168.81198565098123,42.20299641274531,0,0
General Salgado,2017,1,63,3,47,2,3516903,10951,0,NA,9.131586156515388,575.2899278604693,27.39475846954616,429.18454935622316,18.263172313030775,0,0
Getulina,2017,3,124,0,71,1,3517000,11362,0,NA,26.40380214750924,1091.3571554303821,0,624.8899841577187,8.801267382503081,0,0
Glicério,2017,2,40,0,14,5,3517109,4800,0,NA,41.66666666666667,833.3333333333334,0,291.6666666666667,104.16666666666667,0,0
Guaiçara,2017,11,157,0,48,3,3517208,11869,0,NA,92.67840593141798,1322.7736119302385,0,404.41486224618757,25.275928890386723,0,0
Guaimbê,2017,0,64,0,50,0,3517307,5737,0,NA,0,1115.5656266341293,0,871.5356458079136,0,0,0
Guaíra,2017,71,623,4,303,20,3517406,40287,1,1999,176.235510214213,1546.4045473726017,9.928761138828902,752.1036562662894,49.64380569414451,1,0
Guapiaçu,2017,11,117,1,78,6,3517505,20637,0,NA,53.30232107379948,566.94286960314,4.84566555216359,377.96191306876,29.073993312981536,0,0
Guapiara,2017,11,83,0,58,7,3517604,17640,0,NA,62.358276643990926,470.5215419501134,0,328.7981859410431,39.682539682539684,0,0
Guará,2017,14,573,3,99,6,3517703,21081,0,NA,66.41051183530193,2718.0873772591435,14.230823964707557,469.6171908353494,28.461647929415115,0,0
Guaraçaí,2017,1,52,0,40,2,3517802,8466,1,2010,11.811953697141508,614.2215922513584,0,472.4781478856603,23.623907394283016,0,1
Guaraci,2017,13,75,1,91,1,3517901,10964,0,NA,118.56986501276906,684.0569135352061,9.12075884713608,829.9890550893834,9.12075884713608,0,0
Guarani d'Oeste,2017,1,17,0,14,1,3518008,2017,0,NA,49.578582052553294,842.835894893406,0,694.1001487357461,49.578582052553294,0,0
Guarantã,2017,2,78,0,33,6,3518107,6672,0,NA,29.976019184652277,1169.0647482014388,0,494.60431654676256,89.92805755395683,0,0
Guararapes,2017,8,311,5,94,3,3518206,32654,0,NA,24.499295645250196,952.4101182091014,15.312059778281375,287.86672383168985,9.187235866968825,0,0
Guararema,2017,28,270,0,105,12,3518305,28978,0,NA,96.62502588170337,931.7413210021397,0,362.34384705638763,41.41072537787287,0,0
Guaratinguetá,2017,146,476,20,219,38,3518404,120417,0,NA,121.24533911324812,395.2930234103158,16.60895056345865,181.8680086698722,31.557006070571433,0,0
Guareí,2017,9,203,2,44,5,3518503,17551,1,2015,51.27912939433651,1156.6292518944788,11.395362087630334,250.69796592786736,28.488405219075833,0,1
Guariba,2017,72,487,7,82,9,3518602,39216,0,NA,183.5985312117503,1241.8400652794778,17.84985720114239,209.0983272133823,22.949816401468787,0,0
Guarujá,2017,627,6,23,776,67,3518701,315563,1,1999,198.6924956347861,1.9013635945912544,7.2885604459331415,245.90969156713555,21.231893472935674,1,0
Guarulhos,2017,6,19,131,2,346,3518800,1349113,1,1992,0.4447366528971258,1.4083327341742315,9.710083588253912,0.1482455509657086,25.64648031706758,1,0
Guatapará,2017,4,94,0,68,4,3518859,7546,0,NA,53.00821627352239,1245.6930824277763,0,901.1396766498807,53.00821627352239,0,0
Guzolândia,2017,1,35,0,24,4,3518909,5179,0,NA,19.308746862328636,675.8061401815022,0,463.40992469588724,77.23498744931454,0,0
Herculândia,2017,0,71,0,44,2,3519006,9397,0,NA,0,755.5602851974035,0,468.23454293923595,21.283388315419817,0,0
Holambra,2017,10,70,0,35,0,3519055,14012,1,1994,71.36739937196688,499.57179560376824,0,249.78589780188412,0,1,0
Hortolândia,2017,847,3,27,639,41,3519071,222186,1,1993,381.2121375784253,1.3502200858739974,12.151980772865977,287.59687829116143,18.453007840277966,1,0
Iacanga,2017,5,116,0,55,1,3519105,11343,0,NA,44.0800493696553,1022.6571453760029,0,484.88054306620825,8.816009873931058,0,0
Iacri,2017,1,30,0,15,0,3519204,6434,1,1996,15.542430836182778,466.27292508548334,0,233.13646254274167,0,1,0
Iaras,2017,2,32,2,30,6,3519253,8484,0,NA,23.573785950023574,377.1805752003772,23.573785950023574,353.6067892503536,70.72135785007072,0,0
Ibaté,2017,49,263,8,133,8,3519303,34226,1,1985,143.1660141412961,768.421667737977,23.374043125109566,388.59346695494656,23.374043125109566,1,0
Ibirá,2017,5,115,0,53,2,3519402,12096,0,NA,41.335978835978835,950.7275132275132,0,438.16137566137564,16.534391534391535,0,0
Ibirarema,2017,7,48,0,12,5,3519501,7540,0,NA,92.83819628647215,636.604774535809,0,159.15119363395226,66.3129973474801,0,0
Ibitinga,2017,68,970,1,432,15,3519600,58715,1,2010,115.81367623264924,1652.0480286127906,1.7031422975389594,735.7574725368305,25.54713446308439,0,1
Ibiúna,2017,191,953,10,250,51,3519709,77566,1,1997,246.24191011525667,1228.6311012557048,12.89224660289302,322.3061650723255,65.7504576747544,1,0
Icém,2017,3,57,0,49,1,3519808,8112,0,NA,36.98224852071006,702.6627218934912,0,604.0433925049309,12.32741617357002,0,0
Iepê,2017,1,38,0,43,0,3519907,8103,0,NA,12.341108231519192,468.9621127977293,0,530.6676539553251,0,0,0
Igaraçu do Tietê,2017,26,276,1,102,9,3520004,24596,0,NA,105.70824524312897,1122.133680273215,4.065701740120345,414.70157749227513,36.5913156610831,0,0
Igarapava,2017,26,419,1,93,10,3520103,30073,0,NA,86.45628969507531,1393.2763608552523,3.325241911349051,309.2474977554617,33.252419113490504,0,0
Igaratá,2017,25,187,2,28,4,3520202,9443,0,NA,264.74637297469025,1980.302869850683,21.179709837975217,296.5159377316531,42.359419675950434,0,0
Iguape,2017,20,569,6,138,14,3520301,30644,0,NA,65.26563111865292,1856.8072053256756,19.579689335595873,450.3328547187051,45.685941783057046,0,0
Ilha Comprida,2017,16,789,0,121,17,3520426,10656,0,NA,150.15015015015015,7404.279279279279,0,1135.5105105105106,159.53453453453454,0,0
Ilha Solteira,2017,23,500,0,126,15,3520442,26540,1,1993,86.66164280331574,1883.9487565938207,0,474.75508666164274,56.51846269781462,1,0
Ilhabela,2017,22,597,1,339,14,3520400,33354,0,NA,65.95910535468009,1789.890268033819,2.9981411524854593,1016.3698506925707,41.97397613479642,0,0
Indaiatuba,2017,244,444,2,737,60,3520509,239602,1,1983,101.83554394370664,185.30730127461374,0.8347175733090709,307.59342576439263,25.041527199272124,1,0
Indiana,2017,2,43,0,31,0,3520608,4931,0,NA,40.55972419387548,872.0340701683228,0,628.6757250050699,0,0,0
Indiaporã,2017,2,27,0,13,1,3520707,3951,0,NA,50.62009617818274,683.371298405467,0,329.0306251581878,25.31004808909137,0,0
Inúbia Paulista,2017,0,20,0,9,1,3520806,3933,0,NA,0,508.5176709890669,0,228.83295194508008,25.425883549453342,0,0
Ipaussu,2017,3,127,0,73,4,3520905,14766,0,NA,20.316944331572532,860.0839767032372,0,494.37897873493154,27.089259108763375,0,0
Iperó,2017,19,220,6,130,13,3521002,34913,1,1996,54.42098931630052,630.1377710308481,17.185575573568585,372.35413742731936,37.235413742731936,1,0
Ipeúna,2017,17,113,2,31,3,3521101,7177,0,NA,236.8677720496029,1574.4740142120663,27.86679671171799,431.9353490316288,41.80019506757698,0,0
Ipiguá,2017,2,52,0,16,1,3521150,5178,0,NA,38.62495171881035,1004.2487446890692,0,308.9996137504828,19.312475859405176,0,0
Iporanga,2017,0,36,1,17,3,3521200,4299,0,NA,0,837.4040474528961,23.261223540358223,395.4408001860898,69.78367062107466,0,0
Ipuã,2017,10,139,1,57,7,3521309,15932,0,NA,62.76675872457946,872.4579462716546,6.276675872457946,357.770524730103,43.936731107205624,0,0
Iracemápolis,2017,43,295,0,76,4,3521408,23264,1,1989,184.83493810178817,1268.0536451169187,0,326.6850068775791,17.1939477303989,1,0
